mandatory_hours,estimated_task_time,idle_pct,quality_score,past_trend,time_logged,overtime,output_volume,Productivity_Score,Burnout_Risk
160,8.745401188473625,0.2387127754324756,0.8250935832228267,0.16801526564362107,198.0661927435706,38.06619274357061,24,44.7,1
160,14.50714306409916,0.15686192976068822,0.9912412903006239,-0.09172655827930756,177.4617469577819,17.461746957781912,17,52.5,0
160,12.31993941811405,0.22716433402149613,0.9559092847697235,-0.051803425176194295,169.79715491698593,9.797154916985932,21,52.3,0
160,10.986584841970366,0.18118490689312924,0.7195653304024252,0.027568562337886515,174.72619986700442,14.726199867004425,6,8.6,0
160,6.560186404424365,0.044758984128035154,0.5199739866430472,0.1526835878554339,145.03118294246565,0.0,15,24.0,0
160,6.559945203362027,0.11918081355104379,0.6811467450001024,0.1767622349041681,197.46513381056107,37.46513381056107,36,65.5,1
160,5.580836121681995,0.28164707202251504,0.9131951558002775,0.09582529924450722,204.8274083683381,44.8274083683381,35,71.8,1
160,13.661761457749352,0.11777066024867126,0.8507495507325831,-0.1653520956581224,172.85827021096432,12.85827021096432,9,38.9,1
160,11.011150117432088,0.35140528104618207,0.7296718277969783,0.06766166221394032,196.80807137147278,36.80807137147278,11,24.8,1
160,12.080725777960454,0.29565044421771014,0.5275507675794155,-0.03587851125093516,153.61703602654933,0.0,9,13.3,0
160,5.2058449429580245,0.13810475909975617,0.7134473639116513,-0.011719600203575375,149.05772867550039,0.0,21,45.9,0
160,14.699098521619943,0.11719310998812124,0.7345124698589418,-0.1803406438619292,165.81849497457847,5.818494974578471,21,44.4,1
160,13.324426408004218,0.06849089376414333,0.964277766447068,-0.12357514426145673,173.69882076735797,13.698820767357972,12,40.7,1
160,7.123391106782762,0.07183187266199155,0.8205430517910797,0.11620544301345909,157.1202663751376,0.0,21,56.5,0
160,6.818249672071007,0.11812040150740279,0.6558264583273244,-0.018416466780856094,175.7553638073697,15.75536380736969,28,60.8,1
160,6.834045098534338,0.08313465809528396,0.7626591322253606,-0.07933510334754046,171.12778964146827,11.127789641468269,29,64.7,1
160,8.042422429595376,0.13479086227588008,0.5330276539110801,-0.046392370414016726,145.03386449417889,0.0,22,46.8,0
160,10.247564316322379,0.26720425130440606,0.9862841178248685,0.1417598053302721,175.37586034903444,15.37586034903444,22,58.2,1
160,9.319450186421157,0.17822258056687762,0.680029950965363,0.09959960696198278,182.27056485043042,22.270564850430418,16,29.5,0
160,7.912291401980419,0.23391918039223977,0.7389336774565679,-0.09107384112756689,168.4293863518078,8.429386351807807,19,51.8,0
160,11.118528947223794,0.12048016347852974,0.6776419871184614,-0.1529992639150507,188.05296206523386,28.052962065233856,20,43.8,1
160,6.394938606520419,0.20102303269267952,0.8412558650581001,-0.09920071134237132,140.65192413006096,0.0,19,39.2,0
160,7.921446485352181,0.11374513448455512,0.8311160791647965,0.1683025804218935,174.35900844263705,14.359008442637048,21,61.5,0
160,8.663618432936918,0.14625688322578148,0.8576611552645679,0.03263553513990214,141.5943858720645,0.0,18,57.7,0
160,9.56069984217036,0.3986478142869184,0.6340716148059604,0.013392083497913154,142.71837283533824,0.0,18,27.8,0
160,12.851759613930136,0.1029517074963796,0.657834240582033,0.03855743987698462,152.3813833252442,0.0,2,9.3,0
160,6.996737821583597,0.189707635383139,0.562625615548104,-0.05358869370139391,146.1587963285151,0.0,24,38.1,0
160,10.142344384136116,0.08019864897231498,0.8277549859230563,0.12284280812780513,154.04008362517723,0.0,14,42.7,0
160,10.924145688620424,0.3906958588000052,0.5198985636678263,0.009314499720099928,160.71699378577622,0.716993785776225,18,32.4,0
160,5.4645041271999775,0.09041745366693675,0.7988411677617295,-0.1533008388924818,181.7430897266277,21.743089726627687,37,86.4,1
160,11.075448519014383,0.08227767515652294,0.9348479424258169,-0.14837395006837484,158.57681922588594,0.0,22,61.6,1
160,6.705241236872915,0.31596211685122977,0.9454160741448168,0.014743658601047344,133.28748586460816,0.0,26,64.3,0
160,5.650515929852795,0.22174015749747847,0.7245188801849809,0.17462808722833567,187.8013569299032,27.801356929903193,39,67.7,0
160,14.488855372533333,0.14146770514087192,0.7296518441065369,-0.0766591513295205,148.2581973276992,0.0,17,44.5,1
160,14.656320330745594,0.2246039244755804,0.5384845915040086,0.14781646754368732,163.82559145790742,3.8255914579074215,12,21.1,0
160,13.08397348116461,0.14646401627672123,0.8353825127215179,0.10563823463155175,173.93073013881423,13.930730138814226,13,37.1,0
160,8.046137691733707,0.10527075184161595,0.9106297101864227,-0.10087502283723726,168.99220836805566,8.992208368055657,25,64.4,0
160,5.976721140063839,0.12754484188381562,0.6223275273023565,-0.18546370067350304,186.88359095042952,26.88359095042952,34,59.5,1
160,11.842330265121568,0.37619106916225364,0.7106504408166823,-0.1592610939430469,174.5800628678552,14.58006286785519,13,22.7,0
160,9.401524937396013,0.2844978888079271,0.9194196683826352,0.0913975735389761,147.77380840605784,0.0,17,47.9,0
160,6.220382348447789,0.18701142802291187,0.9385602338311441,-0.12013210478374133,208.57124347983324,48.57124347983324,33,74.0,1
160,9.951769101112703,0.16061924464878027,0.6215899901321129,-0.051491631797842496,168.88666926676467,8.88666926676467,12,21.9,0
160,5.343885211152184,0.10241716362313742,0.7752853172706822,0.000679666402569945,162.05319546756988,2.0531954675698785,36,90.6,0
160,14.093204020787821,0.12515314029153202,0.5962465753179136,0.0901872673800651,184.27850846111141,24.278508461111414,13,33.6,1
160,7.587799816000169,0.21364292321643683,0.5509393820697783,-0.15470751069634986,169.98901891860143,9.989018918601431,32,33.0,1
160,11.62522284353982,0.05236510900704798,0.9555602506959788,-0.037453437889015395,172.98456385878654,12.984563858786544,6,20.6,0
160,8.11711076089411,0.038048183212930166,0.9102537521160545,-0.005970836342921837,214.84367997201375,54.843679972013746,23,53.7,1
160,10.200680211778108,0.2209368389413246,0.880017450901587,0.01633082558861587,159.49757143489907,0.0,15,31.7,0
160,10.467102793432797,0.09366667083074506,0.5243831594065702,0.12734425655808668,158.6447821196521,0.0,20,16.5,0
160,6.848544555255271,0.25642826697856713,0.9218643963551287,-0.13132872198271323,167.33157024024928,7.3315702402492775,26,57.3,1
160,14.695846277645586,0.28585468608998776,0.7190220379526919,0.12313258073064892,186.43031871162077,26.43031871162077,14,22.0,0
160,12.751328233611146,0.16474705265378606,0.6711975616479298,0.07715137107866088,134.86931939619203,0.0,4,15.6,0
160,14.394989415641891,0.28185544664219353,0.7732381805126882,0.022348325679583725,125.6888821704699,0.0,2,2.4,0
160,13.948273504276488,0.26353162767699473,0.5456766213617779,0.07981114816102874,153.25769458759706,0.0,12,22.8,0
160,10.978999788110851,0.3422658978365759,0.8783232746761994,-0.03519290441933745,132.32154081881424,0.0,5,14.5,0
160,14.218742350231167,0.10056153836615556,0.791217538444148,-0.1446409656127502,156.50337304948724,0.0,8,33.7,0
160,5.884925020519195,0.026178015990263627,0.5932950484365838,0.0663060961061469,175.0499939225858,15.049993922585799,32,68.4,1
160,6.959828624191452,0.007035312200213187,0.5941160998845227,0.009868922674248909,147.18502272895472,0.0,16,39.7,0
160,5.45227288910538,0.2465990585794813,0.5921243257863371,0.05574992021711023,136.46346846437314,0.0,33,47.6,0
160,8.253303307632644,0.14259700071163028,0.5285011937759669,-0.06480048758860399,166.38674323430695,6.386743234306948,26,53.3,1
160,8.88677289689482,0.059970759777253024,0.7938992246858424,0.1627466309359344,182.2508696923034,22.25086969230341,12,24.5,0
160,7.713490317738959,0.16022818930827637,0.920174088794254,0.034947947430230775,131.10053122966775,0.0,12,26.2,0
160,13.287375091519294,0.11939924517640825,0.5087491069936942,-0.16583900628365048,181.40464796611968,21.404647966119683,2,11.0,1
160,8.567533266935893,0.14254299694381398,0.5245023224856368,-0.020078403718228527,181.34612407476652,21.34612407476652,17,43.5,0
160,7.809345096873807,0.14634417367196176,0.7863851383434729,0.10254242189745372,184.08170204313257,24.081702043132566,27,57.7,1
160,10.426960831582484,0.24329601198109183,0.9097478426930261,0.11765382469290897,189.36960429743374,29.36960429743374,16,38.3,0
160,6.409242249747626,0.07036516546538754,0.6633694452843168,-0.0021611788944964905,209.04027849319232,49.04027849319232,34,58.2,1
160,13.021969807540398,0.15464637655523458,0.6748071994038611,0.15789902833252045,157.8781590276189,0.0,4,21.0,0
160,5.745506436797708,0.10710838140880158,0.7981732487483879,-0.09293262512228098,167.19143160155716,7.191431601557156,33,79.5,0
160,14.868869366005173,0.19922401206112478,0.6371064445620735,-0.035760521104693355,156.6712313350395,0.0,7,23.6,0
160,12.722447692966574,0.08932865465028596,0.5133041830388421,0.15943876422758801,165.0395368951162,5.039536895116214,13,22.0,0
160,6.987156815341724,0.06016675235509378,0.867614259050798,0.1585026865886316,195.65746711272624,35.65746711272624,27,65.4,1
160,5.055221171236024,0.19003230669928262,0.8128249564707266,0.07428510752987239,138.09971032138662,0.0,20,37.6,0
